 DateTime,Rain,PET,EPot,EAct,W,SM,RS,RI,ExcS,ExcI,R,RObs
2009- 5-13  0: 0: 0,     2.390,     1.938,     2.390,     1.650,   173.210,     0.661,     0.304,     0.502,     0.060,     0.065,    37.928,    75.900
2009- 5-14  0: 0: 0,     7.878,     0.940,     1.159,     0.997,   178.937,     0.683,     0.360,     0.793,     0.500,     0.546,    34.746,    61.700
2009- 5-15  0: 0: 0,    34.237,     1.072,     1.322,     1.322,   206.111,     0.786,     0.690,     2.687,     2.382,     3.359,    86.297,    50.200
2009- 5-16  0: 0: 0,     2.117,     1.785,     2.200,     1.554,   206.083,     0.786,     0.671,     2.639,     0.069,     0.109,   146.235,    45.900
2009- 5-17  0: 0: 0,     0.111,     2.971,     3.662,     2.789,   203.294,     0.776,     0.639,     2.382,     0.000,     0.000,   182.403,    51.100
2009- 5-18  0: 0: 0,     0.026,     3.018,     3.721,     2.864,   200.430,     0.765,     0.608,     2.023,     0.000,     0.000,   179.657,    56.900
2009- 5-19  0: 0: 0,     5.679,     2.752,     3.393,     2.967,   202.313,     0.772,     0.606,     1.844,     0.206,     0.328,   159.115,    59.300
2009- 5-20  0: 0: 0,     1.809,     1.633,     2.013,     1.288,   202.218,     0.771,     0.584,     1.580,     0.069,     0.100,   143.498,    63.800
2009- 5-21  0: 0: 0,     0.006,     3.394,     4.184,     3.220,   198.998,     0.759,     0.552,     1.291,     0.000,     0.000,   119.466,    77.100
2009- 5-22  0: 0: 0,     4.233,     2.163,     2.666,     2.065,   200.335,     0.764,     0.546,     1.206,     0.174,     0.251,    97.461,    85.300
2009- 5-23  0: 0: 0,     0.747,     2.608,     3.216,     2.399,   198.490,     0.757,     0.521,     1.069,     0.029,     0.050,    79.884,    84.700
2009- 5-24  0: 0: 0,    34.319,     3.009,     3.710,     3.710,   222.847,     0.850,     0.814,     3.256,     2.215,     4.038,   111.672,    83.100
2009- 5-25  0: 0: 0,    12.369,     0.749,     0.924,     0.924,   231.496,     0.883,     0.899,     4.226,     0.828,     1.968,   208.871,   107.000
2009- 5-26  0: 0: 0,     0.143,     2.508,     3.092,     2.597,   228.899,     0.873,     0.854,     3.870,     0.000,     0.000,   274.039,   281.000
2009- 5-27  0: 0: 0,    21.711,     1.498,     1.847,     1.815,   241.876,     0.923,     1.019,     6.465,     1.440,     5.456,   311.891,   524.000
2009- 5-28  0: 0: 0,     4.348,     0.448,     0.552,     0.534,   244.070,     0.931,     1.011,     6.617,     0.275,     1.328,   379.722,   514.000
2009- 5-29  0: 0: 0,     0.094,     0.993,     1.225,     1.056,   243.014,     0.927,     0.961,     5.890,     0.000,     0.000,   482.135,   410.000
2009- 5-30  0: 0: 0,     0.019,     3.353,     4.134,     3.818,   239.196,     0.913,     0.911,     4.942,     0.000,     0.000,   504.316,   345.000
2009- 5-31  0: 0: 0,     0.030,     3.215,     3.963,     3.591,   235.605,     0.899,     0.862,     3.966,     0.000,     0.000,   445.806,   315.000
2009- 6- 1  0: 0: 0,     0.159,     2.455,     3.026,     2.613,   233.025,     0.889,     0.815,     3.127,     0.001,     0.001,   357.283,   274.000
2009- 6- 2  0: 0: 0,     0.007,     2.767,     3.412,     3.027,   229.998,     0.877,     0.770,     2.481,     0.000,     0.000,   272.226,   208.000
2009- 6- 3  0: 0: 0,     0.000,     3.453,     4.257,     3.735,   226.263,     0.863,     0.727,     2.020,     0.000,     0.000,   203.892,   164.000
2009- 6- 4  0: 0: 0,     0.017,     3.411,     4.205,     3.615,   222.648,     0.849,     0.686,     1.705,     0.000,     0.000,   153.903,   146.000
2009- 6- 5  0: 0: 0,     0.006,     3.521,     4.340,     3.681,   218.967,     0.835,     0.648,     1.498,     0.000,     0.000,   119.129,   142.000
2009- 6- 6  0: 0: 0,     5.402,     3.244,     4.000,     3.029,   220.004,     0.839,     0.646,     1.589,     0.230,     0.398,   120.568,   129.000
2009- 6- 7  0: 0: 0,     9.310,     2.087,     2.573,     2.232,   225.154,     0.859,     0.685,     2.103,     0.523,     1.144,    99.212,   111.000
2009- 6- 8  0: 0: 0,    14.043,     0.806,     0.994,     0.992,   234.838,     0.896,     0.788,     3.384,     0.944,     2.421,    99.567,   105.000
2009- 6- 9  0: 0: 0,     0.517,     3.093,     3.814,     2.979,   231.878,     0.885,     0.753,     3.283,     0.000,     0.001,   124.501,   110.000
2009- 6-10  0: 0: 0,     0.028,     3.228,     3.980,     3.500,   228.377,     0.871,     0.719,     3.121,     0.000,     0.000,   172.213,   122.000
2009- 6-11  0: 0: 0,     0.125,     2.933,     3.616,     3.085,   225.321,     0.860,     0.686,     2.838,     0.000,     0.001,   194.552,   163.000
2009- 6-12  0: 0: 0,     1.558,     3.270,     4.032,     3.275,   223.118,     0.851,     0.661,     2.563,     0.056,     0.112,   188.438,   218.000
2009- 6-13  0: 0: 0,     0.024,     3.615,     4.457,     3.781,   219.337,     0.837,     0.630,     2.233,     0.000,     0.000,   165.406,   224.000
2009- 6-14  0: 0: 0,     5.548,     3.590,     4.426,     3.725,   220.089,     0.840,     0.638,     2.203,     0.257,     0.440,   141.259,   185.000
2009- 6-15  0: 0: 0,     0.000,     3.546,     4.371,     3.676,   216.413,     0.826,     0.608,     1.961,     0.000,     0.000,   114.178,   154.000
2009- 6-16  0: 0: 0,     0.032,     3.402,     4.194,     3.442,   212.970,     0.813,     0.580,     1.753,     0.000,     0.000,    92.192,   131.000
2009- 6-17  0: 0: 0,    10.693,     2.018,     2.488,     2.009,   219.046,     0.836,     0.646,     2.511,     0.638,     1.623,    75.806,   117.000
2009- 6-18  0: 0: 0,     1.640,     3.215,     3.964,     2.811,   217.084,     0.828,     0.624,     2.419,     0.026,     0.063,    69.825,   116.000
2009- 6-19  0: 0: 0,     9.240,     2.904,     3.580,     3.207,   221.468,     0.845,     0.661,     2.825,     0.426,     0.891,    79.471,   120.000
2009- 6-20  0: 0: 0,     4.997,     2.061,     2.541,     1.800,   223.205,     0.852,     0.669,     3.067,     0.227,     0.623,   104.343,   123.000
2009- 6-21  0: 0: 0,     0.882,     3.302,     4.071,     2.916,   220.485,     0.841,     0.644,     2.914,     0.003,     0.006,   142.451,   127.000
2009- 6-22  0: 0: 0,     0.028,     3.785,     4.666,     3.914,   216.572,     0.826,     0.619,     2.682,     0.000,     0.000,   160.672,   131.000
2009- 6-23  0: 0: 0,     0.099,     3.615,     4.457,     3.622,   212.949,     0.812,     0.594,     2.409,     0.000,     0.000,   158.591,   135.000
2009- 6-24  0: 0: 0,     0.001,     3.908,     4.818,     3.927,   209.022,     0.797,     0.570,     2.139,     0.000,     0.000,   141.004,   139.000
2009- 6-25  0: 0: 0,     0.132,     3.755,     4.630,     3.604,   205.418,     0.784,     0.548,     1.906,     0.000,     0.000,   117.077,   140.000
2009- 6-26  0: 0: 0,     0.100,     3.296,     4.063,     3.119,   202.299,     0.772,     0.526,     1.721,     0.000,     0.000,    93.736,   137.000
2009- 6-27  0: 0: 0,    26.547,     3.978,     4.904,     4.712,   219.143,     0.836,     0.734,     3.439,     1.576,     3.248,    89.106,   132.000
2009- 6-28  0: 0: 0,     2.466,     2.900,     3.575,     2.368,   218.183,     0.832,     0.717,     3.421,     0.065,     0.168,   135.373,   131.000
2009- 6-29  0: 0: 0,    15.308,     1.145,     1.412,     1.266,   228.311,     0.871,     0.837,     4.790,     1.014,     2.781,   215.074,   135.000
2009- 6-30  0: 0: 0,     2.507,     2.353,     2.900,     2.341,   227.797,     0.869,     0.818,     4.551,     0.113,     0.255,   278.015,   128.000
2009- 7- 1  0: 0: 0,     0.080,     3.639,     4.486,     3.841,   223.956,     0.854,     0.780,     4.012,     0.000,     0.000,   323.468,   122.000
2009- 7- 2  0: 0: 0,     0.013,     3.690,     4.549,     3.886,   220.069,     0.840,     0.744,     3.389,     0.000,     0.000,   305.778,   154.000
2009- 7- 3  0: 0: 0,     0.027,     3.673,     4.528,     3.800,   216.270,     0.825,     0.708,     2.817,     0.000,     0.000,   257.218,   211.000
2009- 7- 4  0: 0: 0,     0.000,     3.318,     4.091,     3.391,   212.879,     0.812,     0.674,     2.358,     0.000,     0.000,   202.866,   196.000
2009- 7- 5  0: 0: 0,     8.073,     1.795,     2.213,     2.103,   217.597,     0.830,     0.704,     2.432,     0.427,     0.721,   163.983,   169.000
2009- 7- 6  0: 0: 0,    19.999,     2.956,     3.645,     3.085,   228.966,     0.874,     0.852,     4.378,     1.245,     3.846,   156.450,   158.000
2009- 7- 7  0: 0: 0,    16.332,     3.224,     3.975,     3.707,   235.997,     0.900,     0.947,     6.668,     0.928,     4.452,   152.159,   156.000
2009- 7- 8  0: 0: 0,     0.784,     4.161,     5.130,     4.200,   232.092,     0.885,     0.904,     6.098,     0.009,     0.017,   173.514,   150.000
2009- 7- 9  0: 0: 0,     1.233,     1.792,     2.209,     1.726,   231.201,     0.882,     0.867,     5.143,     0.041,     0.093,   163.522,   143.000
2009- 7-10  0: 0: 0,     2.078,     2.571,     3.169,     2.380,   230.131,     0.878,     0.835,     4.283,     0.072,     0.183,   152.237,   142.000
2009- 7-11  0: 0: 0,    13.019,     1.932,     2.382,     1.848,   235.755,     0.899,     0.916,     5.987,     0.830,     4.352,   137.530,   139.000
2009- 7-12  0: 0: 0,     1.321,     2.225,     2.744,     2.032,   234.385,     0.894,     0.880,     5.435,     0.024,     0.069,   121.660,   136.000
2009- 7-13  0: 0: 0,     7.177,     3.436,     4.235,     3.449,   236.403,     0.902,     0.882,     5.259,     0.278,     0.718,   117.123,   149.000
2009- 7-14  0: 0: 0,     1.134,     3.328,     4.103,     3.566,   233.590,     0.891,     0.847,     4.702,     0.038,     0.069,   123.059,   128.000
2009- 7-15  0: 0: 0,     0.211,     3.701,     4.562,     3.893,   229.700,     0.876,     0.808,     4.103,     0.000,     0.000,   119.609,   119.000
2009- 7-16  0: 0: 0,     0.012,     4.197,     5.174,     4.518,   225.182,     0.859,     0.771,     3.565,     0.000,     0.000,   108.174,   127.000
2009- 7-17  0: 0: 0,     0.007,     4.397,     5.421,     4.644,   220.538,     0.841,     0.736,     3.114,     0.000,     0.000,    92.136,   128.000
2009- 7-18  0: 0: 0,     0.052,     3.962,     4.885,     4.045,   216.493,     0.826,     0.703,     2.761,     0.000,     0.000,    75.796,   123.000
2009- 7-19  0: 0: 0,     1.390,     3.665,     4.518,     3.201,   213.930,     0.816,     0.675,     2.517,     0.018,     0.033,    61.621,   115.000
2009- 7-20  0: 0: 0,     0.000,     4.061,     5.007,     4.072,   209.857,     0.801,     0.646,     2.326,     0.000,     0.000,    51.252,   104.000
2009- 7-21  0: 0: 0,    17.454,     4.183,     5.156,     4.316,   218.758,     0.835,     0.760,     3.712,     0.977,     2.667,    70.813,    89.700
2009- 7-22  0: 0: 0,    29.869,     2.354,     2.902,     2.468,   231.996,     0.885,     1.012,    10.237,     1.978,    11.844,   485.270,    97.400
2009- 7-23  0: 0: 0,     4.587,     2.250,     2.774,     2.270,   232.855,     0.888,     0.988,     8.919,     0.220,     0.794,   532.814,   264.000
2009- 7-24  0: 0: 0,     0.003,     3.576,     4.408,     3.906,   228.949,     0.873,     0.934,     7.119,     0.000,     0.000,   368.313,   673.000
2009- 7-25  0: 0: 0,     0.000,     3.213,     3.962,     3.440,   225.509,     0.860,     0.883,     5.818,     0.000,     0.000,   253.023,   611.000
2009- 7-26  0: 0: 0,     4.525,     3.013,     3.714,     2.539,   226.060,     0.862,     0.856,     5.032,     0.131,     0.240,   186.415,   451.000
2009- 7-27  0: 0: 0,     9.898,     1.456,     1.796,     1.393,   231.969,     0.885,     0.902,     5.283,     0.619,     1.616,   262.828,   344.000
2009- 7-28  0: 0: 0,     0.010,     3.337,     4.114,     3.635,   228.334,     0.871,     0.856,     4.556,     0.000,     0.000,   218.364,   277.000
2009- 7-29  0: 0: 0,     1.155,     3.542,     4.367,     3.561,   225.459,     0.860,     0.816,     4.027,     0.022,     0.031,   178.294,   229.000
2009- 7-30  0: 0: 0,     2.420,     3.070,     3.785,     2.540,   224.237,     0.856,     0.780,     3.648,     0.033,     0.056,   140.683,   195.000
2009- 7-31  0: 0: 0,    15.143,     0.767,     0.946,     0.920,   234.856,     0.896,     0.893,     4.809,     1.029,     2.554,   218.893,   170.000
2009- 8- 1  0: 0: 0,     1.674,     2.449,     3.019,     2.208,   233.583,     0.891,     0.856,     4.415,     0.031,     0.071,   201.674,   158.000
2009- 8- 2  0: 0: 0,     1.053,     2.817,     3.473,     2.544,   231.405,     0.883,     0.817,     4.051,     0.009,     0.021,   189.369,   152.000
2009- 8- 3  0: 0: 0,     3.530,     1.873,     2.309,     1.566,   232.243,     0.886,     0.801,     3.900,     0.141,     0.328,   171.916,   142.000
2009- 8- 4  0: 0: 0,     2.440,     1.265,     1.559,     1.227,   232.905,     0.889,     0.777,     3.700,     0.078,     0.161,   148.737,   125.000
2009- 8- 5  0: 0: 0,     1.965,     1.160,     1.430,     0.972,   233.261,     0.890,     0.754,     3.550,     0.073,     0.156,   127.004,   120.000
2009- 8- 6  0: 0: 0,     0.519,     1.449,     1.786,     1.211,   232.128,     0.886,     0.723,     3.355,     0.001,     0.002,   109.619,   110.000
2009- 8- 7  0: 0: 0,     0.398,     1.807,     2.227,     1.719,   230.505,     0.879,     0.694,     3.190,     0.002,     0.006,    94.820,    83.900
2009- 8- 8  0: 0: 0,     1.973,     1.339,     1.651,     1.057,   230.720,     0.880,     0.673,     3.102,     0.045,     0.101,    80.905,    80.100
2009- 8- 9  0: 0: 0,     1.918,     2.533,     3.123,     2.257,   229.588,     0.876,     0.653,     3.029,     0.044,     0.094,    69.205,    82.600
2009- 8-10  0: 0: 0,     1.208,     3.243,     3.998,     2.579,   227.149,     0.867,     0.630,     2.923,     0.002,     0.004,    59.155,    84.800
2009- 8-11  0: 0: 0,     0.495,     3.360,     4.142,     3.162,   223.987,     0.855,     0.607,     2.832,     0.000,     0.000,    52.099,    83.500
2009- 8-12  0: 0: 0,     0.138,     3.664,     4.517,     3.775,   220.243,     0.840,     0.586,     2.753,     0.001,     0.001,    47.859,    80.000
2009- 8-13  0: 0: 0,     0.889,     3.273,     4.035,     3.278,   217.564,     0.830,     0.570,     2.709,     0.024,     0.047,    51.951,    75.200
2009- 8-14  0: 0: 0,     0.038,     3.489,     4.302,     3.540,   214.024,     0.817,     0.552,     2.632,     0.000,     0.000,    43.944,    70.100
2009- 8-15  0: 0: 0,     0.001,     3.681,     4.538,     3.708,   210.316,     0.802,     0.535,     2.567,     0.000,     0.000,    37.937,    66.800
2009- 8-16  0: 0: 0,     2.741,     3.604,     4.444,     3.501,   208.941,     0.797,     0.535,     2.626,     0.110,     0.201,    32.913,    65.200
2009- 8-17  0: 0: 0,    30.160,     2.318,     2.858,     2.846,   230.331,     0.879,     0.807,     4.824,     1.976,     3.936,   142.928,    66.500
2009- 8-18  0: 0: 0,     2.390,     2.447,     3.017,     1.843,   229.717,     0.876,     0.785,     4.632,     0.036,     0.089,   167.382,    75.200
2009- 8-19  0: 0: 0,     1.996,     3.930,     4.845,     3.664,   227.147,     0.867,     0.764,     4.388,     0.045,     0.117,   171.308,    92.500
2009- 8-20  0: 0: 0,     1.683,     2.964,     3.654,     2.725,   225.378,     0.860,     0.742,     4.056,     0.038,     0.064,   163.431,   125.000
2009- 8-21  0: 0: 0,    12.500,     3.421,     4.218,     3.391,   230.138,     0.878,     0.816,     5.402,     0.697,     3.030,   442.382,   169.000
2009- 8-22  0: 0: 0,     0.015,     2.422,     2.986,     2.599,   227.539,     0.868,     0.780,     4.474,     0.000,     0.000,   315.734,   217.000
2009- 8-23  0: 0: 0,     0.006,     2.299,     2.835,     2.447,   225.092,     0.859,     0.746,     3.741,     0.000,     0.000,   221.673,   257.000
2009- 8-24  0: 0: 0,     0.000,     2.690,     3.316,     2.844,   222.248,     0.848,     0.714,     3.209,     0.000,     0.000,   154.895,   269.000
2009- 8-25  0: 0: 0,     0.000,     3.502,     4.318,     3.659,   218.589,     0.834,     0.684,     2.840,     0.000,     0.000,   109.379,   243.000
2009- 8-26  0: 0: 0,     9.458,     3.888,     4.794,     3.721,   222.033,     0.847,     0.717,     3.186,     0.428,     1.045,    82.150,   209.000
2009- 8-27  0: 0: 0,     1.794,     3.190,     3.933,     3.048,   220.153,     0.840,     0.698,     3.048,     0.062,     0.092,    87.433,   184.000
2009- 8-28  0: 0: 0,    51.993,     2.722,     3.356,     3.356,   247.155,     0.943,     1.181,    13.216,     3.520,    18.116,   168.660,   170.000
2009- 8-29  0: 0: 0,    46.524,     0.697,     0.859,     0.859,   256.775,     0.980,     1.624,    31.578,     3.305,    32.740,   610.219,   265.000
2009- 8-30  0: 0: 0,     0.095,     2.270,     2.798,     2.736,   254.095,     0.969,     1.560,    29.793,     0.003,     0.011,  1060.833,  1200.000
2009- 8-31  0: 0: 0,     0.015,     2.404,     2.964,     2.866,   251.230,     0.958,     1.493,    26.083,     0.000,     0.000,  1314.459,  2130.000
2009- 9- 1  0: 0: 0,     0.239,     2.416,     2.978,     2.744,   248.582,     0.948,     1.425,    21.513,     0.002,     0.005,  1352.936,  1930.000
2009- 9- 2  0: 0: 0,     0.025,     2.340,     2.885,     2.710,   245.872,     0.938,     1.357,    17.005,     0.000,     0.000,  1205.223,  1320.000
2009- 9- 3  0: 0: 0,     0.853,     2.684,     3.309,     3.081,   243.324,     0.928,     1.297,    13.279,     0.048,     0.235,   967.785,   945.000
